table;index;english;translation
descriptions.entries2;84;Rustic;Rústico
descriptions.entries2;85;Scary;Aterrador
descriptions.entries2;86;Shocking;Impactante
descriptions.entries2;87;Simple;Simple
descriptions.entries2;88;Small;Pequeño
descriptions.entries2;89;Smooth;Liso
descriptions.entries2;90;Soft;Suave
descriptions.entries2;91;Strong;Fuerte
descriptions.entries2;92;Stylish;Elegante
descriptions.entries2;93;Unpleasant;Desagradable
descriptions.entries2;94;Valuable;Valioso
descriptions.entries2;95;Vibrant;Vibrante
descriptions.entries2;96;Warm;Cálido
descriptions.entries2;97;Watery;Acuoso
descriptions.entries2;98;Weak;Débil
descriptions.entries2;99;Young;Joven
domicile_descriptors;name;Domicile descriptors;Descriptores de domicilio
domicile_descriptors;0;Abandoned;Abandonado
domicile_descriptors;1;Activity;Actividad
domicile_descriptors;2;Animal;Animal
domicile_descriptors;3;Aromatic;Aromático
domicile_descriptors;4;Art;Arte
domicile_descriptors;5;Average;Promedio
domicile_descriptors;6;Beautiful;Hermoso
domicile_descriptors;7;Bizarre;Extraño
domicile_descriptors;8;Bleak;Desolado
domicile_descriptors;9;Busy;Ocupado
domicile_descriptors;10;Classy;De buen tono
domicile_descriptors;11;Clean;Limpio
domicile_descriptors;12;Cluttered;desordenado
domicile_descriptors;13;Cold;Frío
domicile_descriptors;14;Colorful;Vistoso
domicile_descriptors;15;Comfort;Comodidad
domicile_descriptors;16;Common;Común
domicile_descriptors;17;Cramped;Estrecho
domicile_descriptors;18;Creepy;Espeluznante
domicile_descriptors;19;Crowded;Atestado
domicile_descriptors;20;Customized;Personalizado
domicile_descriptors;21;Cute;Lindo
domicile_descriptors;22;Damaged;Dañado
domicile_descriptors;23;Dangerous;Peligroso
domicile_descriptors;24;Dark;Oscuro
domicile_descriptors;25;Desolate;Solitario
domicile_descriptors;26;Different;Diferente
domicile_descriptors;27;Dirty;Sucio
domicile_descriptors;28;Disagreeable;Desagradable
domicile_descriptors;29;Drab;Monótono
domicile_descriptors;30;Dull;Aburrido
domicile_descriptors;31;Empty;Vacío
domicile_descriptors;32;Enormous;Enorme
domicile_descriptors;33;Expected;Esperado
domicile_descriptors;34;Extravagant;Extravagante
domicile_descriptors;35;Faded;Desteñido
domicile_descriptors;36;Fancy;Elegante
domicile_descriptors;37;Festive;Festivo
domicile_descriptors;38;Food;Alimento
domicile_descriptors;39;Frightening;Alarmante
domicile_descriptors;40;Full;Lleno
domicile_descriptors;41;Home;Hogar
domicile_descriptors;42;Investment;Inversión
domicile_descriptors;43;Inviting;Atractivo
domicile_descriptors;44;Lacking;Carente
domicile_descriptors;45;Large;Grande
domicile_descriptors;46;Lavish;Prodigar
domicile_descriptors;47;Less;Menos
domicile_descriptors;48;Light;Luz
domicile_descriptors;49;Loud;Alto
domicile_descriptors;50;Magnificent;Magnífico
domicile_descriptors;51;Mechanical;Mecánico
domicile_descriptors;52;Messy;Desordenado
domicile_descriptors;53;Modern;Moderno
domicile_descriptors;54;Mundane;Mundano
domicile_descriptors;55;Mysterious;Misterioso
domicile_descriptors;56;Natural;Natural
domicile_descriptors;57;Neat;Limpio
domicile_descriptors;58;Neglected;Descuidado
domicile_descriptors;59;Nondescript;Mediocre
domicile_descriptors;60;Normal;Normal
domicile_descriptors;61;Occupied;Ocupado
domicile_descriptors;62;Odd;Extraño
domicile_descriptors;63;Open;Abierto
domicile_descriptors;64;Oppressive;Opresivo
domicile_descriptors;65;Opulent;Opulento
domicile_descriptors;66;Organized;Organizado
domicile_descriptors;67;Plants;Plantas
domicile_descriptors;68;Poor;Pobre
domicile_descriptors;69;Portal;Portal
domicile_descriptors;70;Possessions;Posesiones
domicile_descriptors;71;Private;Privado
domicile_descriptors;72;Protection;Proteccion
domicile_descriptors;73;Quaint;Pintoresco
domicile_descriptors;74;Reassuring;tranquilizador
domicile_descriptors;75;Roomy;Espacioso
domicile_descriptors;76;Rough;Bruto
domicile_descriptors;77;Ruined;Arruinado
domicile_descriptors;78;Rustic;Rústico
domicile_descriptors;79;Scary;Aterrador
domicile_descriptors;80;Secure;Seguro
domicile_descriptors;81;Security;Seguridad
domicile_descriptors;82;Simple;Simple
domicile_descriptors;83;Sleep;Dormir
domicile_descriptors;84;Small;Pequeño
domicile_descriptors;85;Smelly;Maloliente
domicile_descriptors;86;Sparse;Escaso
domicile_descriptors;87;Storage;Almacenamiento
domicile_descriptors;88;Strange;Extraño
domicile_descriptors;89;Temporary;Temporario
domicile_descriptors;90;Thoughtful;Considerado
domicile_descriptors;91;Tidy;Ordenado
domicile_descriptors;92;Tools;Herramientas
domicile_descriptors;93;Tranquil;Tranquilo
domicile_descriptors;94;Upgrade;Mejora
domicile_descriptors;95;Utilitarian;Utilitario
domicile_descriptors;96;Valuables;Valores
domicile_descriptors;97;View;Vista
domicile_descriptors;98;Warm;Cálido
domicile_descriptors;99;Water;Agua
dungeon_descriptors;name;Dungeon descriptors;Descriptores de mazmorra
dungeon_descriptors;0;Abandoned;Abandonado
dungeon_descriptors;1;Activity;Actividad
dungeon_descriptors;2;Adversity;Adversidad
dungeon_descriptors;3;Ambush;Emboscada
dungeon_descriptors;4;Ancient;Antiguo
dungeon_descriptors;5;Animal;Animal
dungeon_descriptors;6;Aromatic;Aromático
dungeon_descriptors;7;Art;Arte
dungeon_descriptors;8;Beautiful;Hermoso
dungeon_descriptors;9;Bizarre;Extraño
dungeon_descriptors;10;Bleak;Desolado
dungeon_descriptors;11;Chamber;Cámara
dungeon_descriptors;12;Clean;Limpio
dungeon_descriptors;13;Closed;Cerrado
dungeon_descriptors;14;Cold;Frío
dungeon_descriptors;15;Collapsed;Colapsado
dungeon_descriptors;16;Colorful;Vistoso
dungeon_descriptors;17;Creature;Criatura
dungeon_descriptors;18;Creepy;Espeluznante
dungeon_descriptors;19;Damaged;Dañado
dungeon_descriptors;20;Danger;Peligro
dungeon_descriptors;21;Dark;Oscuro
dungeon_descriptors;22;Desolate;Solitario
dungeon_descriptors;23;Dirty;Sucio
dungeon_descriptors;24;Door;Puerta
dungeon_descriptors;25;Dry;Seco
dungeon_descriptors;26;Elements;Elementos
dungeon_descriptors;27;Empty;Vacío
dungeon_descriptors;28;Encounter;Encontrar
dungeon_descriptors;29;Enemies;Enemigos
dungeon_descriptors;30;Enormous;Enorme
dungeon_descriptors;31;Evil;Demonio
dungeon_descriptors;32;Exit;Salida
dungeon_descriptors;33;Extravagant;Extravagante
dungeon_descriptors;34;Faded;Desteñido
dungeon_descriptors;35;Familiar;Familiar
dungeon_descriptors;36;Fancy;Elegante
dungeon_descriptors;37;Fears;Miedos
dungeon_descriptors;38;Foreboding;Presentimiento
dungeon_descriptors;39;Full;Lleno
dungeon_descriptors;40;Furnishings;Mobiliario
dungeon_descriptors;41;Gate;Puerta
dungeon_descriptors;42;Good;Bien
dungeon_descriptors;43;Harm;Dañar
dungeon_descriptors;44;Heavy;Pesado
dungeon_descriptors;45;Helpful;Útil
dungeon_descriptors;46;Hole;Agujero
dungeon_descriptors;47;Important;Importante
dungeon_descriptors;48;Information;Información
dungeon_descriptors;49;Interesting;Interesante
dungeon_descriptors;50;Large;Grande
dungeon_descriptors;51;Lavish;Prodigar
dungeon_descriptors;52;Lethal;Letal
dungeon_descriptors;53;Light;Luz
dungeon_descriptors;54;Magnificent;Magnífico
dungeon_descriptors;55;Malice;Malicia
dungeon_descriptors;56;Meaningful;Significativo
dungeon_descriptors;57;Mechanical;Mecánico
dungeon_descriptors;58;Messages;Mensajes
dungeon_descriptors;59;Messy;Desordenado
dungeon_descriptors;60;Mighty;Poderoso
dungeon_descriptors;61;Military;Militar
dungeon_descriptors;62;Misfortune;Desgracia
dungeon_descriptors;63;Modern;Moderno
dungeon_descriptors;64;Mundane;Mundano
dungeon_descriptors;65;Mysterious;Misterioso
dungeon_descriptors;66;Natural;Natural
dungeon_descriptors;67;Neglect;Descuido
dungeon_descriptors;68;Normal;Normal
dungeon_descriptors;69;Object;Objeto
dungeon_descriptors;70;Occupied;Ocupado
dungeon_descriptors;71;Odd;Extraño
dungeon_descriptors;72;Open;Abierto
dungeon_descriptors;73;Passage;Paso
dungeon_descriptors;74;Path;Camino
dungeon_descriptors;75;Portal;Portal
dungeon_descriptors;76;Possessions;Posesiones
dungeon_descriptors;77;Quiet;Tranquilo
dungeon_descriptors;78;Rare;Extraño
dungeon_descriptors;79;Reassuring;tranquilizador
dungeon_descriptors;80;Remarkable;Notable
dungeon_descriptors;81;Riches;Riqueza
dungeon_descriptors;82;Room;Habitación
dungeon_descriptors;83;Rough;Bruto
dungeon_descriptors;84;Ruined;Arruinado
dungeon_descriptors;85;Rustic;Rústico
dungeon_descriptors;86;Scary;Aterrador
dungeon_descriptors;87;Simple;Simple
dungeon_descriptors;88;Small;Pequeño
dungeon_descriptors;89;Smelly;Maloliente
dungeon_descriptors;90;Sound;Sonido
dungeon_descriptors;91;Stairs;Escaleras
dungeon_descriptors;92;Stonework;Cantería
dungeon_descriptors;93;Technology;Tecnología
dungeon_descriptors;94;Trap;Trampa
dungeon_descriptors;95;Treasure;Tesoro
dungeon_descriptors;96;Unnatural;Antinatural
dungeon_descriptors;97;Valuable;Valioso
dungeon_descriptors;98;Warm;Cálido
dungeon_descriptors;99;Watery;Acuoso
dungeon_traps;name;Dungeon traps;Trampas de mazmorra
dungeon_traps;0;Aggressive;Agresivo
dungeon_traps;1;Allies;Aliados
dungeon_traps;2;Ambush;Emboscada
dungeon_traps;3;Animals;animales
dungeon_traps;4;Animate;Animar
dungeon_traps;5;Antagonize;Enemistarse
dungeon_traps;6;Aromatic;Aromático
dungeon_traps;7;Art;Arte
dungeon_traps;8;Attach;Adjuntar
dungeon_traps;9;Attention;Atención
dungeon_traps;10;Attract;Atraer
dungeon_traps;11;Balance;Balance
dungeon_traps;12;Beautiful;Hermoso
dungeon_traps;13;Bestow;Otorgar
dungeon_traps;14;Betray;Traicionar
dungeon_traps;15;Bizarre;Extraño
dungeon_traps;16;Blades;Cuchillas
dungeon_traps;17;Break;Romper
dungeon_traps;18;Ceiling;Techo
dungeon_traps;19;Change;Cambiar
dungeon_traps;20;Choice;Elección
dungeon_traps;21;Climb;Trepar
dungeon_traps;22;Cloud;Nube
dungeon_traps;23;Cold;Frío
dungeon_traps;24;Colorful;Vistoso
dungeon_traps;25;Combative;Combativo
dungeon_traps;26;Communicate;Comunicar
dungeon_traps;27;Confuse;Confundir
dungeon_traps;28;Constrain;Constreñir
dungeon_traps;29;Control;Control
dungeon_traps;30;Create;Crear
dungeon_traps;31;Creepy;Espeluznante
dungeon_traps;32;Crush;Aplastar
dungeon_traps;33;Damaged;Dañado
dungeon_traps;34;Danger;Peligro
dungeon_traps;35;Dark;Oscuro
dungeon_traps;36;Deceive;Engañar
dungeon_traps;37;Delay;Demora
dungeon_traps;38;Deprive;Privar
dungeon_traps;39;Disrupt;Interrumpir
dungeon_traps;40;Divide;Dividir
dungeon_traps;41;Door;Puerta
dungeon_traps;42;Drop;Gota
dungeon_traps;43;Duplicate;Duplicar
dungeon_traps;44;Elaborate;Elaborar
dungeon_traps;45;Enemies;Enemigos
dungeon_traps;46;Energy;Energía
dungeon_traps;47;Fall;Caer
dungeon_traps;48;Fear;Miedo
dungeon_traps;49;Fight;Luchar
dungeon_traps;50;Fire;Fuego
dungeon_traps;51;Floor;Piso
dungeon_traps;52;Frightening;Alarmante
dungeon_traps;53;Harm;Dañar
dungeon_traps;54;Heat;Calor
dungeon_traps;55;Heavy;Pesado
dungeon_traps;56;Helpless;Indefenso
dungeon_traps;57;Horrible;Horrible
dungeon_traps;58;Illusion;Espejismo
dungeon_traps;59;Imprison;Encarcelar
dungeon_traps;60;Lethal;Letal
dungeon_traps;61;Loud;Alto
dungeon_traps;62;Lure;Señuelo
dungeon_traps;63;Magic;magia
dungeon_traps;64;Mechanical;Mecánico
dungeon_traps;65;Mental;Mental
dungeon_traps;66;Messy;Desordenado
dungeon_traps;67;Monster;Monstruo
dungeon_traps;68;Natural;Natural
dungeon_traps;69;Object;Objeto
dungeon_traps;70;Odd;Extraño
dungeon_traps;71;Old;Viejo
dungeon_traps;72;Pain;Dolor
dungeon_traps;73;Plants;Plantas
dungeon_traps;74;Portal;Portal
dungeon_traps;75;Possessions;Posesiones
dungeon_traps;76;Prison;Prisión
dungeon_traps;77;Projectile;Proyectil
dungeon_traps;78;Riddle;Enigma
dungeon_traps;79;Scary;Aterrador
dungeon_traps;80;Simple;Simple
dungeon_traps;81;Sounds;sonidos
dungeon_traps;82;Stab;Puñalada
dungeon_traps;83;Stop;Detener
dungeon_traps;84;Strange;Extraño
dungeon_traps;85;Strangle;Estrangular
dungeon_traps;86;Suppress;Reprimir
dungeon_traps;87;Take;Llevar
dungeon_traps;88;Toxin;Toxina
dungeon_traps;89;Transform;Transformar
dungeon_traps;90;Transport;Transporte
dungeon_traps;91;Treasure;Tesoro
dungeon_traps;92;Trials;Ensayos
dungeon_traps;93;Trigger;Desencadenar
dungeon_traps;94;Unleash;Desatraillar
dungeon_traps;95;Wall;Muro
dungeon_traps;96;Warning;Advertencia
dungeon_traps;97;Water;Agua
dungeon_traps;98;Weapon;Arma
dungeon_traps;99;Wound;Herida
forest_descriptors;name;Forest descriptors;Descriptores forestales
forest_descriptors;0;Adversity;Adversidad
forest_descriptors;1;Aggressive;Agresivo
forest_descriptors;2;Ambush;Emboscada
forest_descriptors;3;Ancient;Antiguo
forest_descriptors;4;Animal;Animal
forest_descriptors;5;Aromatic;Aromático
forest_descriptors;6;Art;Arte
forest_descriptors;7;Assist;Asistir
forest_descriptors;8;Average;Promedio
forest_descriptors;9;Beautiful;Hermoso
forest_descriptors;10;Bizarre;Extraño
forest_descriptors;11;Bleak;Desolado
forest_descriptors;12;Block;Bloquear
forest_descriptors;13;Boulder;Roca
forest_descriptors;14;Cave;Cueva
forest_descriptors;15;Chaotic;Caótico
forest_descriptors;16;Cliff;Acantilado
forest_descriptors;17;Cold;Frío
forest_descriptors;18;Colorful;Vistoso
forest_descriptors;19;Combative;Combativo
forest_descriptors;20;Communicate;Comunicar
forest_descriptors;21;Creepy;Espeluznante
forest_descriptors;22;Damaged;Dañado
forest_descriptors;23;Danger;Peligro
forest_descriptors;24;Dark;Oscuro
forest_descriptors;25;Death;Muerte
forest_descriptors;26;Delicate;Delicado
forest_descriptors;27;Dry;Seco
forest_descriptors;28;Elements;Elementos
forest_descriptors;29;Encounter;Encontrar
forest_descriptors;30;Enormous;Enorme
forest_descriptors;31;Environment;Ambiente
forest_descriptors;32;Fearful;Temeroso
forest_descriptors;33;Feeble;Débil
forest_descriptors;34;Fierce;Feroz
forest_descriptors;35;Food;Alimento
forest_descriptors;36;Fortunate;Afortunado
forest_descriptors;37;Fresh;Fresco
forest_descriptors;38;Harsh;Duro
forest_descriptors;39;Healthy;Saludable
forest_descriptors;40;Helpful;Útil
forest_descriptors;41;Important;Importante
forest_descriptors;42;Information;Información
forest_descriptors;43;Intense;Intenso
forest_descriptors;44;Interesting;Interesante
forest_descriptors;45;Lacking;Carente
forest_descriptors;46;Lake;Lago
forest_descriptors;47;Large;Grande
forest_descriptors;48;Lean;Inclinarse
forest_descriptors;49;Ledge;Repisa
forest_descriptors;50;Lethal;Letal
forest_descriptors;51;Loud;Alto
forest_descriptors;52;Magnificent;Magnífico
forest_descriptors;53;Majestic;Majestuoso
forest_descriptors;54;Masses;Masas
forest_descriptors;55;Mature;Maduro
forest_descriptors;56;Message;Mensaje
forest_descriptors;57;Mighty;Poderoso
forest_descriptors;58;Mundane;Mundano
forest_descriptors;59;Mysterious;Misterioso
forest_descriptors;60;Natural;Natural
forest_descriptors;61;Nature;Naturaleza
forest_descriptors;62;Nondescript;Mediocre
forest_descriptors;63;Normal;Normal
forest_descriptors;64;Odd;Extraño
forest_descriptors;65;Old;Viejo
forest_descriptors;66;Path;Camino
forest_descriptors;67;Peaceful;Pacífico
forest_descriptors;68;Plants;Plantas
forest_descriptors;69;Pond;Estanque
forest_descriptors;70;Possessions;Posesiones
forest_descriptors;71;Powerful;Poderoso
forest_descriptors;72;Pursue;Buscar
forest_descriptors;73;Quiet;Tranquilo
forest_descriptors;74;Rare;Extraño
forest_descriptors;75;Reassuring;tranquilizador
forest_descriptors;76;Remarkable;Notable
forest_descriptors;77;River;Río
forest_descriptors;78;Rocks;rocas
forest_descriptors;79;Rough;Bruto
forest_descriptors;80;Ruined;Arruinado
forest_descriptors;81;Scary;Aterrador
forest_descriptors;82;Simple;Simple
forest_descriptors;83;Slope;Pendiente
forest_descriptors;84;Small;Pequeño
forest_descriptors;85;Sounds;sonidos
forest_descriptors;86;Strange;Extraño
forest_descriptors;87;Strong;Fuerte
forest_descriptors;88;Threatening;Amenazante
forest_descriptors;89;Tranquil;Tranquilo
forest_descriptors;90;Tree;Árbol
forest_descriptors;91;Unusual;Inusual
forest_descriptors;92;Valuable;Valioso
forest_descriptors;93;Violent;Violento
forest_descriptors;94;Warm;Cálido
forest_descriptors;95;Watery;Acuoso
forest_descriptors;96;Weak;Débil
forest_descriptors;97;Weather;Clima
forest_descriptors;98;Wild;Salvaje
forest_descriptors;99;Young;Joven
gods;name;Gods;Dioses
gods;0;Active;Activo
gods;1;Alien;Extraterrestre
gods;2;Ancient;Antiguo
gods;3;Angelic;Angelical
gods;4;Angry;Enojado
gods;5;Animal;Animal
gods;6;Art;Arte
gods;7;Assist;Asistir
gods;8;Attract;Atraer
gods;9;Beautiful;Hermoso
gods;10;Bestow;Otorgar
gods;11;Betray;Traicionar
gods;12;Bizarre;Extraño
gods;13;Capricious;Caprichoso
gods;14;Colorful;Vistoso
gods;15;Combat;Combate
gods;16;Communicate;Comunicar
gods;17;Conflict;Conflicto
gods;18;Control;Control
gods;19;Corruption;Corrupción
gods;20;Cosmic;Cósmico
gods;21;Create;Crear
gods;22;Creepy;Espeluznante
gods;23;Cruel;Cruel
gods;24;Cult;Culto
gods;25;Dangerous;Peligroso
gods;26;Dark;Oscuro
gods;27;Death;Muerte
gods;28;Deceit;Engaño
gods;29;Destroyer;Destructor
gods;30;Disgusting;Desagradable
gods;31;Dominate;Dominar
gods;32;Dreams;Sueños
gods;33;Elements;Elementos
gods;34;Emotions;Emociones
gods;35;Enemies;Enemigos
gods;36;Energy;Energía
gods;37;Enormous;Enorme
gods;38;Evil;Demonio
gods;39;Feminine;Femenino
gods;40;Fallen;Caído
gods;41;Fear;Miedo
gods;42;Fertility;Fertilidad
gods;43;Festive;Festivo
gods;44;Fire;Fuego
gods;45;Frightening;Alarmante
gods;46;Generous;Generoso
gods;47;Gentle;Amable
gods;48;Gifts;Regalos
gods;49;Glorious;Glorioso
gods;50;Good;Bien
gods;51;Guide;Guía
gods;52;Harm;Dañar
gods;53;Harsh;Duro
gods;54;Heal;Sanar
gods;55;Humanoid;humanoide
gods;56;Illness;Enfermedad
gods;57;Imprison;Encarcelar
gods;58;Increase;Aumentar
gods;59;Jealous;Celoso
gods;60;Justice;Justicia
gods;61;Knowledge;Conocimiento
gods;62;Liberty;Libertad
gods;63;Life;Vida
gods;64;Light;Luz
gods;65;Love;Amar
gods;66;Magic;magia
gods;67;Majestic;Majestuoso
gods;68;Major;Importante
gods;69;Malice;Malicia
gods;70;Masculine;Masculino
gods;71;Mighty;Poderoso
gods;72;Military;Militar
gods;73;Minor;Menor
gods;74;Monstrous;Monstruoso
gods;75;Mundane;Mundano
gods;76;Mysterious;Misterioso
gods;77;Nature;Naturaleza
gods;78;Night;Noche
gods;79;Oppress;Oprimir
gods;80;Pleasures;Placeres
gods;81;Power;Fuerza
gods;82;Protector;Protector
gods;83;Punish;Castigar
gods;84;Ruler;Gobernante
gods;85;Sacrifice;Sacrificio
gods;86;Strange;Extraño
gods;87;Strong;Fuerte
gods;88;Suppress;Reprimir
gods;89;Threatening;Amenazante
gods;90;Transform;Transformar
gods;91;Underworld;Inframundo
gods;92;Violent;Violento
gods;93;War;Guerra
gods;94;Warm;Cálido
gods;95;Water;Agua
gods;96;Weak;Débil
gods;97;Weapon;Arma
gods;98;Weather;Clima
gods;99;Worshiped;Adorado
legends;name;Legends;Leyendas
legends;0;Abandon;Abandonar
legends;1;Allies;Aliados
legends;2;Anger;Enojo
legends;3;Assist;Asistir
legends;4;Attainment;Logro
legends;5;Befriend;Ofrecer amistad
legends;6;Bestow;Otorgar
legends;7;Betray;Traicionar
legends;8;Bizarre;Extraño
legends;9;Block;Bloquear
legends;10;Brave;Corajudo
legends;11;Break;Romper
legends;12;Burden;Carga
legends;13;Carelessness;Descuido
legends;14;Cataclysm;Cataclismo
legends;15;Caution;Precaución
legends;16;Change;Cambiar
legends;17;Conflict;Conflicto
legends;18;Control;Control
legends;19;Create;Crear
legends;20;Crisis;Crisis
legends;21;Damage;Daño
legends;22;Danger;Peligro
legends;23;Deceive;Engañar
legends;24;Decrease;Disminuir
legends;25;Defeated;Derrotado
legends;26;Defiant;Desafiante
legends;27;Delay;Demora
legends;28;Disrupt;Interrumpir
legends;29;Divide;Dividir
legends;30;Elements;Elementos
legends;31;End;Fin
legends;32;Enemies;Enemigos
legends;33;Energy;Energía
legends;34;Evil;Demonio
legends;35;Expose;Exponer
legends;36;Failure;Falla
legends;37;Fame;Fama
legends;38;Fear;Miedo
legends;39;Fight;Luchar
legends;40;Find;Encontrar
legends;41;Free;Gratis
legends;42;Friendship;Amistad
legends;43;Frightening;Alarmante
legends;44;Good;Bien
legends;45;Guide;Guía
legends;46;Harm;Dañar
legends;47;Heal;Sanar
legends;48;Help;Ayuda
legends;49;Helpless;Indefenso
legends;50;Hero;Héroe
legends;51;Hidden;Oculto
legends;52;Historical;Histórico
legends;53;Illness;Enfermedad
legends;54;Important;Importante
legends;55;Imprison;Encarcelar
legends;56;Increase;Aumentar
legends;57;Inform;Informar
legends;58;Innocent;Inocente
legends;59;Intrigue;Intriga
legends;60;Jealousy;Celos
legends;61;Judge;Juez
legends;62;Leadership;Liderazgo
legends;63;Legal;Legal
legends;64;Lethal;Letal
legends;65;Liberty;Libertad
legends;66;Loss;Pérdida
legends;67;Love;Amar
legends;68;Loyalty;Lealtad
legends;69;Masses;Masas
legends;70;Mighty;Poderoso
legends;71;Military;Militar
legends;72;Misfortune;Desgracia
legends;73;Monster;Monstruo
legends;74;Move;Mover
legends;75;Mundane;Mundano
legends;76;Mysterious;Misterioso
legends;77;Natural;Natural
legends;78;Old;Viejo
legends;79;Oppose;Oponerse a
legends;80;Oppress;Oprimir
legends;81;Peace;Paz
legends;82;Plot;Trama
legends;83;Possessions;Posesiones
legends;84;Power;Fuerza
legends;85;Punish;Castigar
legends;86;Pursue;Buscar
legends;87;Release;Liberar
legends;88;Return;Devolver
legends;89;Riches;Riqueza
legends;90;Ruin;Ruina
legends;91;Savior;Salvador
legends;92;Stop;Detener
legends;93;Strange;Extraño
legends;94;Struggle;Lucha
legends;95;Theft;Robo
legends;96;Trust;Confianza
legends;97;Usurp;Usurpar
legends;98;Vengeance;Venganza
legends;99;Villain;Villano
locations;name;Locations;Ubicaciones
locations;0;Abandoned;Abandonado
locations;1;Active;Activo
locations;2;Artistic;Artístico
locations;3;Atmosphere;Atmósfera
locations;4;Beautiful;Hermoso
locations;5;Bleak;Desolado
locations;6;Bright;Brillante
locations;7;Business;Negocio
locations;8;Calm;Calma
locations;9;Charming;Encantador
locations;10;Clean;Limpio
locations;11;Cluttered;desordenado
locations;12;Cold;Frío
locations;13;Colorful;Vistoso
locations;14;Colorless;Incoloro
locations;15;Confusing;Confuso
locations;16;Cramped;Estrecho
locations;17;Creepy;Espeluznante
locations;18;Crude;Crudo
locations;19;Cute;Lindo
locations;20;Damaged;Dañado
locations;21;Dangerous;Peligroso
locations;22;Dark;Oscuro
locations;23;Delightful;Encantador
locations;24;Dirty;Sucio
locations;25;Domestic;Doméstico
locations;26;Empty;Vacío
locations;27;Enclosed;Adjunto
locations;28;Enormous;Enorme
locations;29;Entrance;Entrada
locations;30;Exclusive;Exclusivo
locations;31;Exposed;Expuesto
locations;32;Extravagant;Extravagante
locations;33;Familiar;Familiar
locations;34;Fancy;Elegante
locations;35;Festive;Festivo
locations;36;Foreboding;Presentimiento
locations;37;Fortunate;Afortunado
locations;38;Fragrant;Fragante
locations;39;Frantic;Frenético
locations;40;Frightening;Alarmante
locations;41;Full;Lleno
locations;42;Harmful;Dañino
locations;43;Helpful;Útil
locations;44;Horrible;Horrible
locations;45;Important;Importante
locations;46;Impressive;Impresionante
locations;47;Inactive;Inactivo
locations;48;Intense;Intenso
locations;49;Intriguing;Intrigante
locations;50;Lively;Dinámico
locations;51;Lonely;Solitario
locations;52;Long;Largo
locations;53;Loud;Alto
locations;54;Meaningful;Significativo
locations;55;Messy;Desordenado
locations;56;Mobile;Móvil
locations;57;Modern;Moderno
locations;58;Mundane;Mundano
locations;59;Mysterious;Misterioso
locations;60;Natural;Natural
locations;61;New;Nuevo
locations;62;Occupied;Ocupado
locations;63;Odd;Extraño
locations;64;Official;Oficial
locations;65;Old;Viejo
locations;66;Open;Abierto
locations;67;Peaceful;Pacífico
locations;68;Personal;Personal
locations;69;Plain;Plano
locations;70;Portal;Portal
locations;71;Protected;Protegido
locations;72;Protection;Proteccion
locations;73;Purposeful;Útil
locations;74;Quiet;Tranquilo
locations;75;Reassuring;tranquilizador
locations;76;Remote;Remoto
locations;77;Resourceful;Ingenioso
locations;78;Ruined;Arruinado
locations;79;Rustic;Rústico
locations;80;Safe;Seguro
locations;81;Services;Servicios
locations;82;Simple;Simple
locations;83;Small;Pequeño
locations;84;Spacious;Espacioso
locations;85;Storage;Almacenamiento
locations;86;Strange;Extraño
locations;87;Stylish;Elegante
locations;88;Suspicious;Sospechoso
locations;89;Tall;Alto
locations;90;Threatening;Amenazante
locations;91;Tranquil;Tranquilo
locations;92;Unexpected;Inesperado
locations;93;Unpleasant;Desagradable
locations;94;Unusual;Inusual
locations;95;Useful;Útil
locations;96;Warm;Cálido
locations;97;Warning;Advertencia
locations;98;Watery;Acuoso
locations;99;Welcoming;bienvenida
magic_item_descriptors;name;Magic item descriptors;Descriptores de objetos mágicos
magic_item_descriptors;0;Animal;Animal
magic_item_descriptors;1;Animate;Animar
magic_item_descriptors;2;Area;Área
magic_item_descriptors;3;Armor;Armadura
magic_item_descriptors;4;Assist;Asistir
magic_item_descriptors;5;Attack;Ataque
magic_item_descriptors;6;Attract;Atraer
magic_item_descriptors;7;Benefit;Beneficio
magic_item_descriptors;8;Bestow;Otorgar
magic_item_descriptors;9;Block;Bloquear
magic_item_descriptors;10;Book;Libro
magic_item_descriptors;11;Change;Cambiar
magic_item_descriptors;12;Clothing;Ropa
magic_item_descriptors;13;Cloud;Nube
magic_item_descriptors;14;Cold;Frío
magic_item_descriptors;15;Communication;Comunicación
magic_item_descriptors;16;Container;Envase
magic_item_descriptors;17;Control;Control
magic_item_descriptors;18;Create;Crear
magic_item_descriptors;19;Curse;Maldición
magic_item_descriptors;20;Damage;Daño
magic_item_descriptors;21;Death;Muerte
magic_item_descriptors;22;Deceit;Engaño
magic_item_descriptors;23;Decrease;Disminuir
magic_item_descriptors;24;Defense;Defensa
magic_item_descriptors;25;Destroy;Destruir
magic_item_descriptors;26;Detect;Detectar
magic_item_descriptors;27;Dimensions;Dimensiones
magic_item_descriptors;28;Elements;Elementos
magic_item_descriptors;29;Emotion;Emoción
magic_item_descriptors;30;Energy;Energía
magic_item_descriptors;31;Enhance;Mejorar
magic_item_descriptors;32;Environment;Ambiente
magic_item_descriptors;33;Escape;Escapar
magic_item_descriptors;34;Evil;Demonio
magic_item_descriptors;35;Explode;Explotar
magic_item_descriptors;36;Fear;Miedo
magic_item_descriptors;37;Fire;Fuego
magic_item_descriptors;38;Flight;Vuelo
magic_item_descriptors;39;Food;Alimento
magic_item_descriptors;40;Gem;Joya
